Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Fuel Consumption (l/km),Flight time (hrs)
JT,3290,CGK,3275,BDJ,3908,,0,739 738,6.79,8.31
JT,3290,CGK,3275,BKS,3288,,0,739 738,5.57,6.79
JT,3290,CGK,3275,BPN,3919,,0,739,8.03,9.46
JT,3290,CGK,3275,BTH,3903,,0,739,2.17,2.31
JT,3290,CGK,3275,BTJ,3294,,0,739,5.49,6.61
JT,3290,CGK,3275,DJB,3287,,0,739,2.38,2.75
JT,3290,CGK,3275,DJJ,3244,,0,738,6.62,7.85
JT,3290,CGK,3275,DPS,3940,,0,739,1.96,2.01
JT,3290,CGK,3275,JED,2072,,0,744,2.17,2.21
JT,3290,CGK,3275,JOG,3898,,0,739 738,3.77,4.27
JT,3290,CGK,3275,KDI,3890,,0,738,4.48,5.12
JT,3290,CGK,3275,KUL,3304,,0,739,5.37,6.23
JT,3290,CGK,3275,LOP,8401,,0,739 738,5.86,7.18
JT,3290,CGK,3275,MDC,3250,,0,739,5.1,5.89
JT,3290,CGK,3275,PDG,8807,,0,739,0.98,1.02
JT,3290,CGK,3275,PGK,3905,,0,738 739,3.86,4.45
JT,3290,CGK,3275,PKU,3273,,0,739,1.17,1.21
JT,3290,CGK,3275,PKY,3911,,0,739,1.86,1.86
JT,3290,CGK,3275,PLM,3289,,0,739 738,1.48,1.57
JT,3290,CGK,3275,PLW,3249,,0,738,2.32,2.32
JT,3290,CGK,3275,PNK,3284,,0,738,8,9.85
JT,3290,CGK,3275,SIN,3316,,0,739,6.46,7.72
JT,3290,CGK,3275,SOC,3929,,0,739,5.33,6.33
JT,3290,CGK,3275,SRG,3901,,0,739 738,7.31,8.92
JT,3290,CGK,3275,SUB,3928,,0,739 738,9.37,11.55
JT,3290,CGK,3275,TKG,6223,,0,738,4.43,5.3
JT,3290,CGK,3275,TNJ,3906,,0,738,3.94,4.73
JT,3290,CGK,3275,TRK,3920,,0,738,9.57,11.74
JT,3290,CGK,3275,UPG,3240,,0,739 738 733,7.94,9.37
JT,3290,DJB,3287,BTH,3903,,0,739,7.94,9.44
JT,3290,DJB,3287,CGK,3275,,0,739,6.08,7.4
JT,3290,DJJ,3244,MKQ,3246,,0,738,5.52,6.33
JT,3290,DJJ,3244,NBX,3242,Y,0,ATR,5.92,6.83
JT,3290,DJJ,3244,UPG,3240,,0,739 738,6.6,8
JT,3290,DPS,3940,BDO,3896,,0,738,3.98,4.83
JT,3290,DPS,3940,BMU,3924,Y,0,ATR,7.98,9.5
JT,3290,DPS,3940,BTH,3903,,0,739,9.1,10.96
JT,3290,DPS,3940,CGK,3275,,0,739,5.91,7.07
JT,3290,DPS,3940,JOG,3898,,0,739,4.03,4.89
JT,3290,DPS,3940,KOE,3916,,0,739,6.95,8.5
JT,3290,DPS,3940,LBJ,3917,Y,0,ATR,2.41,2.59
JT,3290,DPS,3940,LOP,8401,Y,0,ATR,9.68,11.64
JT,3290,DPS,3940,MLG,3894,Y,0,ATR,6.64,8.07
JT,3290,DPS,3940,MOF,3913,Y,0,ATR,1.3,1.28
JT,3290,DPS,3940,SRG,3901,Y,0,ATR,5.72,6.59
JT,3290,DPS,3940,SUB,3928,Y,0,ATR,7.5,9.13
JT,3290,DPS,3940,TMC,6204,Y,0,ATR,3.41,3.7
JT,3290,DPS,3940,UPG,3240,,0,739,1.09,1.09
JT,3290,DPS,3940,WGP,3927,Y,0,ATR,5.35,6.13
JT,3290,ENE,3914,KOE,3916,Y,0,ATR,8.4,10.09
JT,3290,ENE,3914,LBJ,3917,Y,0,ATR,3.11,3.39
JT,3290,FKQ,3257,KNG,3258,Y,0,ATR,7.24,8.75
JT,3290,FKQ,3257,MKW,3260,Y,0,ATR,4.31,5.19
JT,3290,FKQ,3257,SOQ,3261,Y,0,ATR,1.11,1.19
JT,3290,GTO,3247,MDC,3250,Y,0,DH8,3.37,4
JT,3290,GTO,3247,UPG,3240,,0,738 739,3.47,4.11
JT,3290,JED,2072,CGK,3275,,0,744,9.17,10.9
JT,3290,JOG,3898,BDJ,3908,,0,739,9.73,11.79
JT,3290,JOG,3898,BDO,3896,Y,0,ATR,2.52,2.91
JT,3290,JOG,3898,BPN,3919,,0,739,4.71,5.45
JT,3290,JOG,3898,BTH,3903,,0,738,9.52,11.73
JT,3290,JOG,3898,CGK,3275,,0,738 739,4.32,5.18
JT,3290,JOG,3898,DPS,3940,,0,739,3.94,4.52
JT,3290,JOG,3898,LOP,8401,,0,738,1.7,1.76
JT,3290,JOG,3898,PKU,3273,,0,738,7.52,9.16
JT,3290,JOG,3898,SUB,3928,Y,0,ATR,4.63,5.64
JT,3290,JOG,3898,UPG,3240,,0,739,6.61,7.84
JT,3290,KAZ,9888,MDC,3250,Y,0,ATR,5.54,6.36
JT,3290,KBU,6231,BDJ,3908,Y,0,ATR,2.42,2.51
JT,3290,KBU,6231,UPG,3240,Y,0,ATR,2.2,2.53
JT,3290,KDI,3890,CGK,3275,,0,738,9.43,11.31
JT,3290,KDI,3890,UPG,3240,,0,ATR 738,8.78,10.73
JT,3290,KNG,3258,AMQ,3256,Y,0,ATR,6.42,7.52
JT,3290,KNG,3258,FKQ,3257,Y,0,ATR,0.81,0.51
JT,3290,KNG,3258,NBX,3242,Y,0,ATR,4.57,5.48
JT,3290,KOE,3916,DPS,3940,,0,739,5.39,6.6
JT,3290,KOE,3916,ENE,3914,Y,0,ATR,4.85,5.67
JT,3290,KOE,3916,MOF,3913,Y,0,ATR,9.26,11.14
JT,3290,KOE,3916,SUB,3928,,0,739,0.99,0.97
JT,3290,KUL,3304,BDO,3896,,0,738,6.69,8.03
JT,3290,KUL,3304,CGK,3275,,0,739,3.57,4.11
JT,3290,LBJ,3917,DPS,3940,Y,0,ATR,5.94,6.93
JT,3290,LBJ,3917,ENE,3914,Y,0,ATR,6.61,8.04
JT,3290,LOP,8401,CGK,3275,,0,739 738,4.59,5.57
JT,3290,LOP,8401,DPS,3940,Y,0,ATR,1.98,2.21
JT,3290,LOP,8401,JOG,3898,,0,738,5.48,6.47
JT,3290,LOP,8401,SUB,3928,,0,739,9.14,11.23
JT,3290,LUV,6212,AMQ,3256,Y,0,ATR,5.52,6.66
JT,3290,LUW,3254,UPG,3240,,0,ATR,1.83,1.91
JT,3290,MDC,3250,BPN,3919,,0,738,8.37,9.98
JT,3290,MDC,3250,CGK,3275,,0,739,2.55,3.05
JT,3290,MDC,3250,GTO,3247,Y,0,DH8,4.14,4.76
JT,3290,MDC,3250,KAZ,9888,Y,0,ATR,4.6,5.43
JT,3290,MDC,3250,MNA,9889,Y,0,ATR,3.85,4.41
JT,3290,MDC,3250,NAH,3886,Y,0,DH8 ATR,4.48,5.15
JT,3290,MDC,3250,SOQ,3261,Y,0,ATR,7.83,9.65
JT,3290,MDC,3250,SUB,3928,,0,739,2.77,3.07
JT,3290,MDC,3250,TTE,3253,,0,733 DH8,5.21,5.91
JT,3290,MDC,3250,UPG,3240,,0,739,0.85,0.73
JT,3290,MJU,9181,UPG,3240,Y,0,ATR,5.54,6.34
JT,3290,MKQ,3246,DJJ,3244,,0,738,1.91,1.78
JT,3290,MKW,3260,AMQ,3256,Y,0,ATR,3.35,3.75
JT,3290,MKW,3260,FKQ,3257,Y,0,ATR,3.7,4.24
JT,3290,MLG,3894,DPS,3940,Y,0,ATR,1.57,1.45
JT,3290,MNA,9889,MDC,3250,Y,0,ATR,4.14,4.65
JT,3290,MOF,3913,DPS,3940,Y,0,ATR,5.33,6.23
JT,3290,MOF,3913,KOE,3916,Y,0,ATR,4.47,5.46
JT,3290,NAH,3886,MDC,3250,Y,0,DH8 ATR,3.34,3.72
JT,3290,NBX,3242,AMQ,3256,Y,0,ATR,3.56,3.89
JT,3290,NBX,3242,DJJ,3244,Y,0,ATR,6.36,7.79
JT,3290,NBX,3242,KNG,3258,Y,0,ATR,7.23,8.76
JT,3290,NTX,6225,BTH,3903,Y,0,ATR,6.15,7.13
JT,3290,PDG,8807,BTH,3903,,0,738,9.73,11.73
JT,3290,PDG,8807,CGK,3275,,0,739,9.24,11.37
JT,3290,PGK,3905,BTH,3903,Y,0,ATR,1.64,1.63
JT,3290,PGK,3905,CGK,3275,,0,738 739,3.16,3.51
JT,3290,PGK,3905,TJQ,3904,Y,0,ATR,8.54,10.49
JT,3290,PKU,3273,BDO,3896,,0,738,0.84,0.84
JT,3290,PKU,3273,BTH,3903,,0,739 738,6.18,7.31
JT,3290,PKU,3273,CGK,3275,,0,739,9.45,11.48
JT,3290,PKU,3273,JOG,3898,,0,738,6.84,8.31
JT,3290,PKY,3911,CGK,3275,,0,739,1.6,1.56
JT,3290,PKY,3911,SUB,3928,,0,739,7.42,9.1
JT,3290,PLM,3289,BTH,3903,,0,739,4.01,4.83
JT,3290,PLM,3289,CGK,3275,,0,739 738,8.98,11.1
JT,3290,PLM,3289,TKG,6223,,0,739,3.39,3.79
JT,3290,PLW,3249,BPN,3919,,0,738,5.22,5.94
JT,3290,PLW,3249,CGK,3275,,0,738,7.38,9.09
JT,3290,PLW,3249,SUB,3928,,0,738,3.03,3.46
JT,3290,PLW,3249,UPG,3240,,0,739 738,2.24,2.59
JT,3290,PNK,3284,BTH,3903,,0,738,0.78,0.53
JT,3290,PNK,3284,CGK,3275,,0,738,5.17,6.11
JT,3290,PSJ,3251,UPG,3240,Y,0,ATR,9.28,11.18
JT,3290,PUM,8735,UPG,3240,Y,0,ATR,3.43,3.74
JT,3290,SGN,3205,SIN,3316,,0,739,1.13,1
JT,3290,SIN,3316,CGK,3275,,0,739,6.42,7.63
JT,3290,SIN,3316,SGN,3205,,0,739,1.08,1.15
JT,3290,SOC,3929,CGK,3275,,0,739,5.35,6.33
JT,3290,SOQ,3261,AMQ,3256,Y,0,ATR,4.26,4.89
JT,3290,SOQ,3261,BXB,3259,Y,0,ATR,5.16,5.97
JT,3290,SOQ,3261,FKQ,3257,Y,0,ATR,2.03,2.37
JT,3290,SOQ,3261,MDC,3250,Y,0,ATR,1.61,1.54
JT,3290,SRG,3901,BDJ,3908,,0,739,7.47,9.11
JT,3290,SRG,3901,BPN,3919,,0,738 739,3.03,3.33
JT,3290,SRG,3901,BTH,3903,,0,738,7.97,9.7
JT,3290,SRG,3901,CGK,3275,,0,739 738,7.71,9.22
JT,3290,SRG,3901,DPS,3940,Y,0,ATR,2.39,2.78
JT,3290,SRG,3901,SUB,3928,Y,0,ATR,9.24,10.95
JT,3290,SUB,3928,AMQ,3256,,0,739,2.26,2.35
JT,3290,SUB,3928,BDJ,3908,,0,739 738,7.94,9.67
JT,3290,SUB,3928,BDO,3896,,0,738,4.7,5.34
JT,3290,SUB,3928,BPN,3919,,0,739 738,2.56,2.6
JT,3290,SUB,3928,BTH,3903,,0,739,9.35,11.29
JT,3290,SUB,3928,CGK,3275,,0,739 738,9.5,11.58
JT,3290,SUB,3928,DPS,3940,Y,0,ATR,5.28,6.38
JT,3290,SUB,3928,JOG,3898,Y,0,ATR,5.07,5.9
JT,3290,SUB,3928,KOE,3916,,0,739,8.89,10.86
JT,3290,SUB,3928,LOP,8401,,0,739,6.34,7.36
JT,3290,SUB,3928,MDC,3250,,0,739,3.06,3.56
JT,3290,SUB,3928,PKY,3911,,0,739,4.45,5.39
JT,3290,SUB,3928,SRG,3901,Y,0,ATR,8.58,10.11
JT,3290,SUB,3928,TRK,3920,,0,738,8.56,10.38
JT,3290,SUB,3928,UPG,3240,,0,739,9.4,11.3
JT,3290,TJQ,3904,PGK,3905,Y,0,ATR,3.26,3.82
JT,3290,TKG,6223,BTH,3903,,0,738,6.86,8.32
JT,3290,TKG,6223,CGK,3275,,0,738,1.3,1.29
JT,3290,TMC,6204,DPS,3940,Y,0,ATR,7.52,8.85
JT,3290,TNJ,3906,CGK,3275,,0,738,5.91,6.98
JT,3290,TRK,3920,BPN,3919,,0,739,3.01,3.37
JT,3290,TRK,3920,CGK,3275,,0,738,6.68,8.03
JT,3290,TRK,3920,SUB,3928,,0,738,1.84,2.05
JT,3290,TRK,3920,UPG,3240,,0,733,3.88,4.34
JT,3290,TTE,3253,MDC,3250,,0,733 DH8,4.19,5.11
JT,3290,TTE,3253,UPG,3240,,0,733,8.03,9.44
JT,3290,UPG,3240,AMQ,3256,,0,739,3.65,4.05
JT,3290,UPG,3240,BPN,3919,,0,739,1.08,1.06
JT,3290,UPG,3240,BUW,9887,Y,0,ATR,2.5,2.58
JT,3290,UPG,3240,CGK,3275,,0,739 738 733,6.23,7.49
JT,3290,UPG,3240,DJJ,3244,,0,739,0.77,0.68
JT,3290,UPG,3240,DPS,3940,,0,739,7.91,9.61
JT,3290,UPG,3240,GTO,3247,,0,739 738,8.95,10.86
JT,3290,UPG,3240,JOG,3898,,0,739,5.39,6.2
JT,3290,UPG,3240,KBU,6231,Y,0,ATR,7.12,8.64
JT,3290,UPG,3240,KDI,3890,,0,ATR,5,5.82
JT,3290,UPG,3240,LUW,3254,,0,ATR,3.41,4.05
JT,3290,UPG,3240,MDC,3250,,0,739,2.42,2.4
JT,3290,UPG,3240,MJU,9181,Y,0,ATR,5.36,6.46
JT,3290,UPG,3240,PLW,3249,,0,738 739,9.38,11.19
JT,3290,UPG,3240,PSJ,3251,,0,ATR,8.78,10.73
JT,3290,UPG,3240,PUM,8735,Y,0,ATR,9.14,11.08
JT,3290,UPG,3240,SUB,3928,,0,739,9.49,11.61
JT,3290,UPG,3240,TRK,3920,,0,733,2.32,2.4
JT,3290,UPG,3240,TTE,3253,,0,733,2.12,2.19
JT,3290,WGP,3927,DPS,3940,Y,0,ATR,4.48,5.42
JU,19582,AMS,580,BEG,1739,,0,319,7.16,8.43
JU,19582,ARN,737,BEG,1739,,0,319,4.91,5.56
JU,19582,ATH,3941,BEG,1739,,0,319 320,8.73,10.76
JU,19582,AUH,2179,BEG,1739,,0,319 320,7.14,8.75
JU,19582,BBO,1122,BSA,5686,,0,AN4,6.36,7.79
JU,19582,BBO,1122,JIB,4119,,0,737,1.26,1.32
JU,19582,BEG,1739,AMS,580,,0,319,2.49,2.52
JU,19582,BEG,1739,ARN,737,,0,319,4.51,5.42
JU,19582,BEG,1739,ATH,3941,,0,319 320,9.87,11.73
JU,19582,BEG,1739,AUH,2179,,0,319 320,3.7,4.35
JU,19582,BEG,1739,BNX,5794,,0,AT7,6.6,7.74
JU,19582,BEG,1739,BRU,302,,0,319,9.83,11.87
JU,19582,BEG,1739,BUD,1489,,0,AT7,3.02,3.54
JU,19582,BEG,1739,CDG,1382,,0,320,2.38,2.42
JU,19582,BEG,1739,CPH,609,,0,319,5.54,6.78
JU,19582,BEG,1739,DUS,345,,0,319,5.58,6.85
JU,19582,BEG,1739,FCO,1555,,0,E90 319 733 E75,9.15,11.1
JU,19582,BEG,1739,FRA,340,,0,319,0.91,0.8
JU,19582,BEG,1739,LCA,1197,,0,319,4.51,5.18
JU,19582,BEG,1739,LHR,507,,0,319 733,3.38,4.09
JU,19582,BEG,1739,LJU,1569,,0,AT7,6.03,7.07
JU,19582,BEG,1739,MXP,1524,,0,733,0.81,0.61
JU,19582,BEG,1739,OTP,1657,,0,319,7.17,8.68
JU,19582,BEG,1739,PRG,1587,,0,AT7,5.15,6.08
JU,19582,BEG,1739,SAW,4317,,0,733,6.97,8.56
JU,19582,BEG,1739,SJJ,1646,,0,AT7,4.8,5.65
JU,19582,BEG,1739,SKG,1486,,0,319,5.08,5.95
JU,19582,BEG,1739,SKP,1737,,0,319 320,9,10.8
JU,19582,BEG,1739,SOF,1194,,0,AT7,2.45,2.93
JU,19582,BEG,1739,STR,350,,0,319,2.81,3
JU,19582,BEG,1739,SVO,2985,,0,320 319,5.76,6.93
JU,19582,BEG,1739,TGD,1741,,0,AT7 319,6.72,8.09
JU,19582,BEG,1739,TIV,1743,,0,AT7,4.06,4.58
JU,19582,BEG,1739,TLV,1590,,0,319,5.67,6.47
JU,19582,BEG,1739,TXL,351,,0,319,2.81,3.12
JU,19582,BEG,1739,VAR,1196,,0,AT7,1.79,2.06
JU,19582,BEG,1739,VIE,1613,,0,AT7,2.95,3.24
JU,19582,BEG,1739,WAW,679,,0,E75 E70,9.33,11.04
JU,19582,BEG,1739,ZRH,1678,,0,319,7.88,9.72
JU,19582,BNX,5794,BEG,1739,,0,AT7,1.81,2.11
JU,19582,BRU,302,BEG,1739,,0,319,1.11,1.04
JU,19582,BSA,5686,BBO,1122,,0,AN4,1.36,1.57
JU,19582,BSA,5686,GLK,5688,,0,AN4,3.33,3.87
JU,19582,BUD,1489,BEG,1739,,0,AT7,8.05,9.83
JU,19582,CDG,1382,BEG,1739,,0,320,3.7,4.2
JU,19582,CPH,609,BEG,1739,,0,319,2.3,2.64
JU,19582,DUS,345,BEG,1739,,0,319,4.26,5.05
JU,19582,DXB,2188,BBO,1122,,0,737,2.02,1.93
JU,19582,FCO,1555,BEG,1739,,0,319 733,5.09,5.91
JU,19582,FRA,340,BEG,1739,,0,319,7.03,8.27
JU,19582,GLK,5688,BSA,5686,,0,AN4,4.11,4.74
JU,19582,HGA,1121,MGQ,5687,,0,737,2.14,2.5
JU,19582,JIB,4119,DXB,2188,,0,737,4.85,5.71
JU,19582,JIB,4119,HGA,1121,,0,737,7.6,9.27
JU,19582,JIB,4119,MGQ,5687,,0,737,1.31,1.38
JU,19582,LCA,1197,BEG,1739,,0,319,1.49,1.32
JU,19582,LHR,507,BEG,1739,,0,319 733,3.79,4.16
JU,19582,LJU,1569,BEG,1739,,0,AT7,4.41,5.27
JU,19582,MGQ,5687,BBO,1122,,0,737,2.67,2.99
JU,19582,MXP,1524,BEG,1739,,0,733,1.14,0.81
JU,19582,OTP,1657,BEG,1739,,0,319,2.76,3.02
JU,19582,PRG,1587,BEG,1739,,0,AT7,4.83,5.51
JU,19582,SAW,4317,BEG,1739,,0,733,1.44,1.41
JU,19582,SJJ,1646,BEG,1739,,0,AT7,7.28,8.73
JU,19582,SKG,1486,BEG,1739,,0,319,5.87,6.85
JU,19582,SKP,1737,BEG,1739,,0,319 320,4.63,5.5
JU,19582,SOF,1194,BEG,1739,,0,AT7,5.53,6.47
JU,19582,STR,350,BEG,1739,,0,319,6.74,8.04
JU,19582,SVO,2985,BEG,1739,,0,319 320,9.94,11.94
JU,19582,TGD,1741,BEG,1739,,0,AT7 319,7.68,9.41
JU,19582,TIV,1743,BEG,1739,,0,AT7,5.74,6.71
JU,19582,TLV,1590,BEG,1739,,0,319,7.84,9.36
JU,19582,TXL,351,BEG,1739,,0,319,5.24,5.97
JU,19582,VAR,1196,BEG,1739,,0,AT7,3.51,4.08
JU,19582,VIE,1613,BEG,1739,,0,AT7,3.25,3.51
JU,19582,WAW,679,BEG,1739,,0,E75 E70,4.19,5.09
JU,19582,ZRH,1678,BEG,1739,,0,319,0.64,0.53
JV,1434,YAG,5479,YQK,115,,0,SWM,2.16,2.53
JV,1434,YAG,5479,YQT,121,,0,SWM,1.77,1.96
JV,1434,YAM,21,YQT,121,,0,SWM,9.47,11.54
JV,1434,YAM,21,YSB,133,,0,SWM,1.35,1.25
JV,1434,YFO,58,YQD,5524,,0,SWM,5.13,6.26
JV,1434,YHD,67,YQK,115,,0,SWM,9.05,11.08
JV,1434,YHD,67,YQT,121,,0,SWM,6.38,7.49
JV,1434,YHD,67,YRL,5527,,0,SWM,5.34,6.2
JV,1434,YHD,67,YXL,169,,0,SWM,7.56,9.04
JV,1434,YQD,5524,YFO,58,,0,SWM,4.03,4.56
JV,1434,YQD,5524,YWG,160,,0,SWM,2.57,2.73
JV,1434,YQK,115,YAG,5479,,0,SWM,8.38,10.24
JV,1434,YQK,115,YHD,67,,0,SWM,1.23,1.15
JV,1434,YQK,115,YWG,160,,0,SWM,8.22,9.79
JV,1434,YQT,121,YAG,5479,,0,SWM,1.72,1.69
JV,1434,YQT,121,YAM,21,,0,SWM,6.44,7.69
JV,1434,YQT,121,YTS,143,,0,SWM,5.06,5.99
JV,1434,YQT,121,YWG,160,,0,SWM,9.79,11.98
JV,1434,YQT,121,YXL,169,,0,SWM,4.22,4.96
JV,1434,YRL,5527,YHD,67,,0,SWM,9.57,11.51
JV,1434,YRL,5527,YWG,160,,0,SWM,4.37,5.14
JV,1434,YRL,5527,YXL,169,,0,SWM,7,8.34
JV,1434,YSB,133,YAM,21,,0,SWM,6.8,7.9
JV,1434,YSB,133,YQT,121,,0,SWM,1.31,1.49
JV,1434,YSB,133,YTS,143,,0,SWM,7.64,9.05
JV,1434,YSB,133,YYB,177,,0,SWM,2.71,2.9
JV,1434,YTS,143,YSB,133,,0,SWM,4.28,4.97
JV,1434,YTS,143,YYU,190,,0,SWM,7.76,9.5
JV,1434,YWG,160,YFO,58,,0,SWM,9.33,11.36
JV,1434,YWG,160,YQD,5524,,0,SWM,5.78,6.94
JV,1434,YWG,160,YQK,115,,0,SWM,5.56,6.47
JV,1434,YWG,160,YRL,5527,,0,SWM,5.35,6.31
JV,1434,YXL,169,YAG,5479,,0,SWM,8.15,9.89
JV,1434,YXL,169,YHD,67,,0,SWM,9.89,11.92
JV,1434,YXL,169,YQT,121,,0,SWM,6.43,7.79
JV,1434,YXL,169,YRL,5527,,0,SWM,4.24,4.85
JV,1434,YYB,177,YSB,133,,0,SWM,2.9,3.01
JV,1434,YYU,190,YQT,121,,0,SWM,2.41,2.79
JV,1434,YYU,190,YTS,143,,0,SWM,8.42,10.35
JW,397,CTS,2287,NRT,2279,,0,320,10,11.91
JW,397,ICN,3930,NRT,2279,,0,320,7.07,8.53
JW,397,NRT,2279,CTS,2287,,0,320,9.56,11.49
JW,397,NRT,2279,ICN,3930,,0,320,3.86,4.52
JW,397,NRT,2279,OKA,2384,,0,320,6.61,7.72
JW,397,NRT,2279,TPE,2276,,0,320,5.4,6.38
JW,397,OKA,2384,NRT,2279,,0,320,5.06,6.04
JW,397,TPE,2276,NRT,2279,,0,320,6.64,7.77
JY,14849,AZS,5810,SJU,2890,,0,EM2,3.46,4.07
JY,14849,CAP,1895,PLS,1754,,0,BE9,6.69,7.87
JY,14849,GDT,5807,PLS,1754,,0,EM2 BE9,6.82,8.24
JY,14849,GDT,5807,XSC,1755,,0,BE9,8.37,10.12
JY,14849,KIN,1779,PLS,1754,,0,EM2,7.47,8.9
JY,14849,KIN,1779,SDQ,1762,,0,EM2,3.71,4.18
JY,14849,NAS,1953,PLS,1754,,0,EM2,4.83,5.68
JY,14849,PAP,1897,PLS,1754,,0,EM2,1.66,1.88
JY,14849,PLS,1754,CAP,1895,,0,BE9,3.17,3.46
JY,14849,PLS,1754,GDT,5807,,0,EM2 BE9,5.65,6.49
JY,14849,PLS,1754,KIN,1779,,0,EM2,1.79,1.66
JY,14849,PLS,1754,NAS,1953,,0,EM2,5.79,7.06
JY,14849,PLS,1754,PAP,1897,,0,EM2,4.38,4.99
JY,14849,PLS,1754,POP,1761,,0,EM2,0.9,0.9
JY,14849,PLS,1754,SDQ,1762,,0,EM2,4.54,5.5
JY,14849,PLS,1754,SJU,2890,,0,EM2,3.11,3.73
JY,14849,PLS,1754,STI,1764,,0,EM2,1.12,1.27
JY,14849,PLS,1754,XSC,1755,,0,BE9,3.56,3.87
JY,14849,POP,1761,PLS,1754,,0,EM2,3.45,3.88
JY,14849,POP,1761,SJU,2890,,0,EM2,4.01,4.58
JY,14849,SDQ,1762,KIN,1779,,0,EM2,4.19,4.71
JY,14849,SDQ,1762,PLS,1754,,0,EM2,4.8,5.44
JY,14849,SJU,2890,AZS,5810,,0,EM2,1.35,1.56
JY,14849,SJU,2890,PLS,1754,,0,EM2,0.85,0.56
JY,14849,SJU,2890,POP,1761,,0,EM2,7.42,8.96
JY,14849,STI,1764,PLS,1754,,0,EM2,3.74,4.38
JY,14849,XSC,1755,GDT,5807,,0,BE9,6.45,7.56
JY,14849,XSC,1755,PLS,1754,,0,BE9,3.5,4.03
K2,2245,AMS,580,GDN,668,,0,DH4,9.95,11.82
K2,2245,AMS,580,KRK,669,,0,DH4,3.74,4.13
K2,2245,BRU,302,GDN,668,,0,DH4,6.14,7.46
K2,2245,BRU,302,WRO,680,,0,DH4,2.73,3.03
K2,2245,BVA,1367,RZE,675,,0,DH4,5.54,6.45
K2,2245,CDG,1382,WRO,680,,0,DH4,5.96,7.16
K2,2245,DBV,1200,WAW,679,,0,DH4,2.25,2.6
K2,2245,FCO,1555,RZE,675,,0,DH4,1.81,1.92
K2,2245,GDN,668,AMS,580,,0,DH4,9.51,11.7
K2,2245,GDN,668,BRU,302,,0,DH4,8.81,10.77
K2,2245,GDN,668,HEL,421,,0,DH4,6.86,8.09
K2,2245,GDN,668,KRK,669,,0,DH4,8.58,10.4
K2,2245,GDN,668,LUZ,8832,,0,DH4,1.56,1.6
K2,2245,GDN,668,WRO,680,,0,DH4,7.46,8.89
K2,2245,GDN,668,ZRH,1678,,0,DH4,3.28,3.78
K2,2245,HEL,421,GDN,668,,0,DH4,5.64,6.7
K2,2245,KRK,669,AMS,580,,0,DH4,7.84,9.3
K2,2245,KRK,669,GDN,668,,0,DH4,1.02,0.89
K2,2245,KRK,669,ZRH,1678,,0,DH4,7.23,8.49
K2,2245,LUZ,8832,GDN,668,,0,DH4,4.76,5.5
K2,2245,LUZ,8832,MXP,1524,,0,DH4,4.73,5.56
K2,2245,MXP,1524,LUZ,8832,,0,DH4,9.21,10.93
K2,2245,RZE,675,BVA,1367,,0,DH4,8.58,10.39
K2,2245,RZE,675,FCO,1555,,0,DH4,1.41,1.16
K2,2245,SPU,1206,WAW,679,,0,DH4,6.54,7.61
K2,2245,WAW,679,DBV,1200,,0,DH4,4.63,5.51
K2,2245,WAW,679,SPU,1206,,0,DH4,1.59,1.85
K2,2245,WAW,679,ZAD,1209,,0,DH4,8.45,10.29
K2,2245,WRO,680,BRU,302,,0,DH4,1.34,1.32
K2,2245,WRO,680,CDG,1382,,0,DH4,1.16,0.87
K2,2245,WRO,680,GDN,668,,0,DH4,2.4,2.77
K2,2245,WRO,680,ZRH,1678,,0,DH4,3.67,3.99
K2,2245,ZAD,1209,WAW,679,,0,DH4,1.45,1.2
K2,2245,ZRH,1678,GDN,668,,0,DH4,6.59,7.88
K2,2245,ZRH,1678,KRK,669,,0,DH4,4.58,5.53
K2,2245,ZRH,1678,WRO,680,,0,DH4,4.6,5.24
K3,20963,CGA,7144,KLW,7205,,0,DHP,1.98,2.17
K3,20963,EDA,\N,KTN,3808,,0,DHP,4.66,5.53
K3,20963,HYG,7148,KTN,3808,,0,DHP,4.13,4.99
K3,20963,KCC,7237,EDA,\N,,0,DHP,4.42,4.91
K3,20963,KCC,7237,WWP,7152,,0,DHP,2.87,3.01
K3,20963,KLW,7205,KTN,3808,,0,DHP,1.49,1.59
K3,20963,KPB,7150,PPV,7151,,0,DHP,2.93,3.5
K3,20963,KTB,7147,CGA,7144,,0,DHP,6.83,8.17
K3,20963,KTN,3808,HYG,7148,,0,DHP,1.24,1.34
K3,20963,KTN,3808,KCC,7237,,0,DHP,4.22,4.9
K3,20963,KTN,3808,KPB,7150,,0,DHP,5.55,6.42
K3,20963,KTN,3808,KTB,7147,,0,DHP,9.51,11.58
K3,20963,KTN,3808,MTM,7146,,0,DHP,8.49,10.2
K3,20963,MTM,7146,KTN,3808,,0,DHP,9.15,11.04
K3,20963,NKI,\N,EDA,\N,,0,DHP,8.2,9.93
K3,20963,PPV,7151,KTN,3808,,0,DHP,6.3,7.27
K3,20963,WWP,7152,NKI,\N,,0,DHP,8.56,10.4
K5,10765,AHN,5716,BNA,3690,,0,CNC,5.71,7
K5,10765,BNA,3690,AHN,5716,,0,CNC,4.13,4.61
K5,10765,BNA,3690,MKL,3704,,0,CNC,4.3,4.78
K5,10765,BUR,3644,IPL,3689,,0,CNC,5.89,7
